id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post
3157,Que absurdo! Esse homem perdeu o bom senso mesmo!,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3158,Um desrespeito com um inocente. Esse cidadão teria de ter saído preso desse local.,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3159,Por isso mesmo que eu falo muita felicidade nesse Governo e os que apoiam ele querem liberdade pra fazerem o que querem principalmente com crianças e mulheres ou ninguém percebeu o quanto aumentou a morte contras mulheres e essa vergonha aí pra todo mundo ver 💩💩💩💩💩💩💩🤮🤮🤮🤮🤮🤮🤮🤮🤮🙈🙊🙉,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3160,"Ele nao para , me impressiona a quantidade de pessoas que ainda pertencem a esse bloco que se auto intitula direita , sinceramente ...",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3161,A pessoa quando ficam velhas perde a noção das coisas,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3162,Kd os hipócritas?,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3163,Por isso é que vamos pro abismo... cegueira é pouco.,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3164,"Que barbaridade é o Brasil acima de tudo deles, Em 2023 eles vão entregar o país desvatado.",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3165,"TV domingo, é a pior coisa que existe. Vá passear , viajar, teatro, cinema, etc.. fuja da TV domingo!!!!",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3166,"ele acha que pode tudo, por conta de ser dono da emissora e tal",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3167,"Absurdo o que ele tem feito, alguém tem que fazer parar😮😮😮😮😮",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3168,O pior é o povo aplaudindo essa merda,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3169,É tão absurdo que não sei nem o que dizer.,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3170,Quando tem homem pelado e as crianças perto vc não fala nd...ta virando conservadora?,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3171,"Por mil reais a mãe ri junto, rs",0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3172,"Puts, sem noção mesmo...",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3173,Daí a filha ter um marido e um filho a cada ano passar sem comentário pq é rica se fosse pobre era irresponsável ou coisa pior que dizem com as mulheres populares ...,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3174,O pior é ver o cidadão de bem aplaudindo😕,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3175,A insanidade mental tomou conta do Brasil. Lamentável.,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3176,Cade os Bolsominions defendendo? Cade a espuma? Kkkkk Silêncio,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3177,"Esse programa já foi melhorzinho, bando de cretinos",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3178,Esse senhor está perdendo mesmo a noção...velho gágá,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3179,Cadê o MP de São Paulo para tirar do ar uma loucura dessas?,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3180,Cadê Doidamares? Como pode expor dessa forma uma criança?,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3181,Que loucura estamos vivendo... Meu Deus tenha misericórdia...,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3182,"As pessoas de bem não vão fazer textão? Absurdo , quantas campanhas... quanta discussão em torno da segurança das nossas crianças, denúncias de pedofilia, pais e mães com medo dessa sociedade doente! E este homem público usando uma ferramenta de comunicação para isso?!! Não vai ser punido?? Não vai se retratar?! Vai ser assim??! A revolta em relaçao a inocência das crianças é seletiva?",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3183,@vanessaapascucci pior é a mãe q leva filhos lá né ? Pqp,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3184,E ainda tem gente que fala que é mimimi,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3185,hetero pode tudo não tem censura né? mas um beijo gay nao pode,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3186,"A visão ultrapassada de que idosos são inimputáveis pelas atrocidades expressa, soma-se a certeza da blindagem do poderio econômico. As instituições brasileiras estão na UTI",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3187,"Não sei o que é pior, se o silêncio das instituições diante dos absurdos proferidos pelo senhor Silvio em rede nacional, se a postura ridícula dos pais que expõe seus filhos a esse tipo de situação, ou se os aplausos da platéia.",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3188,Ficar nu na frente de criança são arte para vocês,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3189,"Pois é!! Os absurdos e assedios morais acontecem em tudo que é lugar. Em rede nacional, em shoppings, patrões maltratando empregados pra quem quiser ver. Lamentável, onde vamos parar. A humanidade realmente perdeu a noção do respeito.Lamentável cenas como essas.",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3190,É vergonhoso vê uma cena desta...... Lamentável oque está se tornando o Brasil.,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3191,Mais ridiculo são os pais dessas crianças que se corrompem por dinheiro.Acha graça em tudo o que ele diz.,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3192,"Engraçado que os moralistas que querem fechar exposição de arte, censurar livros, berrar nas redes sociais a defesa da família nada dizem nessa hora. A hipocrisia desse pessoal é algo de tamanho inimaginável.",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3193,"Por qual motivo os homens de bem não se manifestaram, cadê os fake news dos ""kits e mamadeiras"".",1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3194,Faz parte da família do Bozo,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3195,Parabéns a cultura hipócrita,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
3196,Um quase presidente e o outro quase um apresentador... só que não,1,0,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
3197,ajudo a pagar a passagem pra cuba kkk,0,1,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
3198,Haja mortadela,1,0,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
3199,EXISTE UMA LINGA TÊNUE ENTRE O ENGRAÇADO E O PATÉTICO.,1,0,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
3200,"Estou indignada com tanta violência e preconceito. Estamos com a senhora, Ministra.",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3201,"mulher virtuos! pessoas que se dobram a Satanás não reconhecem por falta de entendimento espiritual que é a pior ignorância, essa leva pro inferno",0,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3202,"Caralho, que crueldade sem limites o que fazem com ela, porra eu não entendo de leis, mas essas paradas não são crimes? Atacar um trauma pesado desse por mim o sujeito seria fuzilado em praça pública",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3203,Se existisse leis severas nesse país esse sujeito estaria na cadeia.,0,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3204,"Ministra, a senhora só foi atacada covardemente, porque é um mulher muito forte e isso incomoda homens de mentirinha. Continue seu trabalho , pois o Brasil está com você. Nós mulhetes desse Brasil afora estamos com você. 💛💚",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3205,"@damaresalvesoficial1 n dê mais entrevistas, ou escolha as perguntas, já deu de falta de respeito",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3206,"Quanto desrespeito com uma mulger e além de tudo, una ministra! Meu Deus! Onde vão parar essas mentes doentes e psicopatas? Que mundo sem respeito é esse!",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3207,Essa mulher precisa seriamente de cuidados médicos,1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3208,Isso dá um ótimo meme hahahahahahahahahha que palhaçada,1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3209,"É inacreditavelmente estúpida a postura de certos ""homens"" que difama a nós mulheres, entendo que esses componentes provém de uma inveja Diabólica que estes seres nutre contra nós MULHERES, porque somos fortes, valentes, destemidas, ousadas e sim somos muito forte que muitos deles... Me pergunto se na seria o pivor dessa inveja, a nossa genitália? Querem tanto ser iguais a nós mas enfim nem tudo é possível... copiem nossos jeitinho, a meiguice o andar a suavidade no falar nossas langeries. Mas é até ai que podem nos plagiar...não terão jamais a essência da mulher..",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3210,Tomar o diploma dele,0,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3211,"Foi uma palhaçada com os jornalistas isso! Ela podia a até ter feito o 1min de silêncio, mas pq n falar em seguida a razão? É uma mania de ficar inventando moda: deixam os jornalistas e os cidadãos sem entender nada, como Damares fez, ai gem o Weintraub e dança com uma sombrinha. Fica difícil.",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3212,Não tem que falar nada com essa imprensa mesmo não! Esses repórteres ficam doidos pra pegar qualquer fala para deturpar,1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3213,"Eu tenho certeza que mesmo que não admitam, as pessoas que convivem com esse ser que escreveu esse texto bizarro para dizer o mínimo, tenho certeza que as pessoas mais próximas desse ser tem uma profunda vergonha dele nesse momento.😤",0,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3214,Que absurdo fizeram com esta mulher. É muito triste e revoltante.,0,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3215,Tremenda falta de respeito. Sem um pingo de respeito.,1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3216,É nojento .uma falta de respeito sem fim😢😢😢,1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3217,"Repugnante!Força, Ministra! Não recue um passo sequer.",1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
3218,"@nikolas_apoio2026 Cada curtida, 10.500 anos de cadeia para o Lula",1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3219,@predesio verdade a soberba precede a ruína 👏👏👏 Ele parece que não sabe onde está mexendo 😢 🤦🏽‍♂️ O ELON é o cara mais influente e poderoso do Mundo nos tempos atuais 🙌,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3220,Oxe.. cabeça de ovo quer dominar o mundo mesmo é?? Já não basta o Brasil...,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3221,"@drisarggin parece que ele não sabe com quem mexeu, o Cara é o cara , um dos mais influentes e poderosos do Mundo, perto dele só tem os sheiks árabes , o cara ganha dinheiro por dia o que AM não faz no ano......quem é ele perto do Elon, fora que esse infeliz não tem o mínimo da inteligência dele ,tá na cara ! Eu vou assistir com 🍿🍿 e ☕😋🔥 😂😂😂",1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3222,Tá com medinho ...tá ?! Xandão?! 😂😂,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3223,"Vai Xandão, Musk é fraquinho, coloca ele na cadeia, botão de quem quer ver essa briga .😂🤣🤣👉👉👉",1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3224,Americanos não se mistura com corja,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3225,Lula e xande estão cavando suas covas,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3226,"Não vejo a hora dos segredos bizarros do cabeça de ovo, serem revelados... pois como dizia minha vozinha muito sábia: quem muito abaixa mostra a bunda.",1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3227,Xande é só uma poeira e todos com medo de um pó de merda ressecada 😂😂😂😂😂😂,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3228,A queda desse sujeito não vai ser pequena.,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3229,"Deram-lhe poder e não souberam tirar-lo , a soberba deste homem vai detonar como castelo de areia.",1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3230,Vai pra cuba que pariu 😂😂😂😂,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3231,@elshaday.morrinhos pó de merda😂😂😂,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3232,@riccocosta28 a queda será inevitável,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3233,isso é muito bom agora todos do mundo saberão que as eleições foram fraudadas e que vivemos uma ditadura,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3234,"O carec@ é tão psi.co.pata que acha que pode enfrentar essa galera...apenas continue Xerxes, está cavando sua c0va, e o Brasil está amando!",1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3235,O careca vai se ferrar EUA não é Brasil e ja estão todos do lado de @elonmusk__.official 🙌🇧🇷❤️🇱🇷,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3236,@ed.biel vdd pq são uns vendidos,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3237,"O tombo vai ser grande, eu vou aplaudir de pé.",1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3238,Xandão já virou persona non grata assim como o chefe,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3239,Alguém arranca esse cabeca de ovo de lá pelo amor d Deus,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3240,Morais tá pensando que é alguém lá fora 😂😂😂😂😂😂😂 esse Ovo vai cair e quebrar não vai prestar nem pra fazer frito de taoo podre que vai estar .,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3241,Só não entendo como o careca ganhou tanto poder.,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3242,Espero que com essas atitudes geniais ele consiga se destruir sozinho 😂,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3243,Quem esse Alexandre de Moraes pensa que é...,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3244,Alguém tem que parar esse 💩💩💩,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3245,Meu deus Moraes presisa ser ingressado no hospital pisiquiatrico .metendo dictadura,1,0,1,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
3246,"Fernando Haddad pode até ter uma inteligência mediana, mas não parece, nem fazendo muita força eu consigo pensar que ele tenha. Ele e Lula vão levar o Brasil à falência.",1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3247,"O Brasil que vcs estão preparando é um no fundo do poço, deixam o país nas desgraças como sempre e depois vende ilusão de consertar o que vcs mesmo estão acabando, seus incompetentes",1,1,0,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3248,58bilhoes de rombo em fev. Pior rombo em 28 anos. Parabens seu incompetente!,1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3249,"Um zero à esquerda, como todo comunista...#incompetente",1,1,0,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3250,Pura balela. Com novo teto de gastos impossível desenvolver qualquer coisa,1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3251,"@geovannejcarraro deveriam deixar de assistir a Jovem Pan e se instruírem melhor. kkkkkk, é isso que vcs precisam.",1,1,0,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3252,"@cadumoreira é só olhar o perfil e ver que é cilada, sem foto ainda!",1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3253,@solangemariamoreradasilva E o rombozinho record de fevereiro. E a dívida pública? Será que sua mente está tão contaminada que não vê a realidade?,1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3254,Sr ministro se as aí em Brasília tivem visão geral do Brasil e do mundo inteiro há muito anos já feito essa reforma tributária.Infelizmente maior parte dos políticos precisa voltar para a escola.me baseio nas falas.,1,1,0,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3255,@amaral9712 o pior de tudo isso é ver um percentual de Brasileiro batendo palma para um incompetente! Esse aí vai conseguir bater o recorde da Dilma! Levar o país mais rápido e a mais profunda crise econômica!,1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3256,Até parece que entende alguma coisa que está falando 😂,1,1,0,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3257,"Ministro, por favor, cuide da reestruturação da carreira dos Técnicos Administrativos em Educação (TAEs) dos Institutos e Universidades Federais. Somos a carreira com piores salários e a mais desprestigiada, acumulamos perdas inflacionárias acima de 50%, mais perdas até que os docentes. Nós fizemos campanha no Brasil Participativo. Ficamos com zero de reajuste no vencimento básico para 2024, hoje ganhamos metade do que ganhávamos (em salários mínimos). Isso é verg0nhoso, ajude nossa carreira para que ela não acabe, pois cada vez mais servidores estão indo embora da carreira. Por favor, não esqueça! @estherdweck_ @camilosantanaoficial @lulaoficial @fernandohaddadoficial",1,0,1,1,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3258,"@eldereliascustodio Vai bem obrigada, trabalhando como sempre pelo Brasil, o pobre de direita !😂",1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3259,Quero saber quem mandou o Brasão matar Marielle. Impressionante o número de milicianos em altos cargos no RJ. Todos apoiados pelo inominável. Tem mais gente pra ser presa. Familícia.,1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3260,"Iai? Lo#ca dos gatos!? Qual o argumento agora? Os presos são da base do Governo Lule todos os âmbitos, de deputado federal a o tribunal de Contas. Piu! Você irá ficar piu-piu. 😂😂😂",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3261,@lucianagoncalvesdasilva613 todos querem saber e a família dela principalmente; uma sociedade que não pune assassinos é uma sociedade sem moral alguma; uma barbárie...,1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3262,"Olha que deve ter peixe maior nesse assassinato aí. Essa gnt presa hj é peixe médio, capachos de alguem.",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3263,Que crueldade absurda contra o povo trabalhador que sustenta estes funcionários que são contra a vida.,1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3264,"@joaoamgomes relaxa militante, as pistas que tinhas eram 7 pessoas que foram mortas. Inclusive meu irmão que foi o legista que deu o laudo.",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3265,"@alliance_transfers A Polícia investiga, apresenta PROVAS concretas e tu quer que eu acredite no que tu diz que o teu irmao legista disse.😂😂😂😂😂😂😂😂 Muito.disse me disse nessa tua história.😂😂😂😂😂😂 próprio de bolsonarista.😂😂😂😂😂😂😂",1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3266,"Freixo deve tá assustado...parece que ligou para um dos mandantes na Noite do Crime 🤷‍♂️ eita , quanto mais mexe mais esquerdista surge no caso",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3267,@eldereliascustodio Faz parte da gentalha,1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3268,"Eita que os mandantes estao ligados a politicos de esquerda. Sao machos, brancos, ricos e de esquerda. A coitada foi assassinada pelos proprios aliados. Meu Deus.",1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3269,"A importância da democracia, das instituições, da Justiça e da @policiafederal @flaviodino e a luta da esquerda @psol50 @ptbrasil @pcdob_oficial e da imprensa e dos movimentos sociais para não deixar impune os mandantes milicianos de direita deste assassinato político contra uma mulher de luta e de esquerda, que lutava pelos pobres, favelados, trabalhadores, povo e democracia! MARIELLE VIVE!",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3270,"A globo news está divulgando que o partido união Brasil vai expulsar o deputado, se preocupe não Brandão, no PL tem vaga para vc i é requisito",1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3271,"Tem mais gentes envolvidos nessa barbare. Agradecemos ao Governo Federal, Ministério Público Federal",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3272,Justiça. Deve ter mais gente graúda envolvido,1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3273,"Quero mais!!! Mais prisões, mais explicações, mais envolvidos. Tem muito mais lama embaixo do tapete.",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3274,Falou bem suspeitos porque o chef está ainda solto,1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3275,"Petista mandando matar Marielle...usaram muito dessa mulher pra fazer campanha, mentiras e acusações... Marielle vive",1,1,0,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3276,"O grupo é grande, com certeza tem mais políticos no meio.",1,0,1,1,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
3277,"@oitha_mmy não disse aqui oq vcs devem ser, eu disse oq eu quero! Ou tenho que querer oq vc quer? Preciso aprender a interpretar texto 😂",1,1,0,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3278,"Quer dizer que se mulher falar merda, tem que aceitar a merda que ela falar?? Entre os homens nunca existiu, isso se contraditório e opinião, aceite críticas e refute, caso não tenha argumentos, terá que ouvir e acabou.",1,0,1,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3279,"Eu quero mais mulheres na política, mas que não sejam iguais a você.",1,1,0,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3280,"@davidson_web querido... o machismo e misoginia são estruturais e culturais. A eleição do Lula não muda isso em um passe de mágica. Mas o Lula fez algo especificamente para aumentar esse numero??? Como por exemplo, como o último presidente tratava as mulheres com desprezo e ofendendo mulheres dizendo coisas como ""não te estuprx por que vc é feia""",1,0,1,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3281,"Os 14 anos do PT/Lula/Dilma de 2003 a 2016 , teve o maior crescimento de crimes violentos e assassinatos, onde se morreu mais negros, mulheres, pobres e minorias, eles têm culpa no cartório sim, por não fazer uma política de segurança pública eficiente.",1,0,1,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3282,Pq teu inelegível vai ser preso 😂😂😂😂😂 vai lá passar pano pro minto 😂😂,1,1,0,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3283,@danielduarte1982 fico muito feliz em ver vcs morrendo,1,0,1,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3284,"Parabéns a todas as mulheres que lutam por democracia, por justiça social, por igualdade entre todos. Sempre juntas! E para as cuidadoras de imbrocháveis e para aquelas que compactuam com mito canalha que tomem vergonha na cara. São outra coisa, não mulheres",1,1,0,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3285,As maioria das mulheres não deram certo porque são preconceituosas e igual se não prior dos homens,1,1,0,1,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila
3286,"Todos sabemos a verdade, vcs não enganam ninguém",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3287,"@g.srod Lula e Haddad são a mesma coisa. Acorda, amigo. O Lula está se lixando para os pobres. Acorda!",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3288,@g.srod tá tarde pra se arrepender…. Então vc é um dos culpados da ditadura que tá sendo instalada,1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3289,@philosophyimmortal que democracia? Onde não se admite oposição? Onde se persegue pessoas? Onde traficantes são soltos e recebidos no planalto? Onde o presidente defende ditadores? Vá se tratar,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3290,"@kuka_lucena Um ano sem picanha, sem cerveja, a abóbora encareceu e a geladeira vai a 5 barão, gás sobe hj, gasolina e diesel, mas o aumento é do ❤️, mas a Canja vem vem aí, Canja 2026😂",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3291,Brasil tivesse democracia vc nem ministro era.,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3292,"Um ataque arquitetado pela própria esquerda para incriminar a direita ... um plano área criminal os adversários , imagens foram danificadas para prevenir a identidade dos militantes disfarçados de patriota",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3293,@michaeldultra bem vindo a narrativa da esquerda. A da vez agora é o tal golpe. Vamos ver a próxima.,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3294,Isso foi o ataque do MST enquanto os cabeças estavam lá dentro? Ou foi o vandalismo do prédio vazio em 8 de janeiro?,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3295,@michaeldultra Exatamente! Quando é à esquerda quebrando tudo eles classificam como liberdade de expressão!,1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3296,"@leoehm Concordo Plenamente com você! O plano deles é tirarem dinheiro o máximo que der, não estão preocupados com a nação, penso que querem grande parte da população na miséria absoluta! O motivo da esquerda odiarem os empresários é que eles dão uma banana pra esses caras!",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
